"date","raw_year","raw_month","m_year","day_of_year","day_of_month","day_of_season","season"
"1991-11-03",1991,11,1991,308,3,64,"SON"
"1991-11-04",1991,11,1991,309,4,65,"SON"
"1991-11-05",1991,11,1991,310,5,66,"SON"
"1991-11-06",1991,11,1991,311,6,67,"SON"
"1991-11-07",1991,11,1991,312,7,68,"SON"
"1991-11-08",1991,11,1991,313,8,69,"SON"
"1991-11-09",1991,11,1991,314,9,70,"SON"
"1991-11-10",1991,11,1991,315,10,71,"SON"
"1991-11-11",1991,11,1991,316,11,72,"SON"
"1991-11-12",1991,11,1991,317,12,73,"SON"
"1991-11-13",1991,11,1991,318,13,74,"SON"
"1991-11-14",1991,11,1991,319,14,75,"SON"
"1991-11-15",1991,11,1991,320,15,76,"SON"
"1991-11-16",1991,11,1991,321,16,77,"SON"
"1991-11-17",1991,11,1991,322,17,78,"SON"
"1991-11-18",1991,11,1991,323,18,79,"SON"
"1991-11-19",1991,11,1991,324,19,80,"SON"
"1991-11-20",1991,11,1991,325,20,81,"SON"
"1991-11-21",1991,11,1991,326,21,82,"SON"
"1991-11-22",1991,11,1991,327,22,83,"SON"
"1991-11-23",1991,11,1991,328,23,84,"SON"
"1991-11-24",1991,11,1991,329,24,85,"SON"
"1991-11-25",1991,11,1991,330,25,86,"SON"
"1991-11-26",1991,11,1991,331,26,87,"SON"
"1991-11-27",1991,11,1991,332,27,88,"SON"
"1991-11-28",1991,11,1991,333,28,89,"SON"
"1991-11-29",1991,11,1991,334,29,90,"SON"
"1991-11-30",1991,11,1991,335,30,91,"SON"
"1991-12-01",1991,12,1992,336,1,1,"DJF"
"1991-12-02",1991,12,1992,337,2,2,"DJF"
"1991-12-03",1991,12,1992,338,3,3,"DJF"
"1991-12-04",1991,12,1992,339,4,4,"DJF"
"1991-12-05",1991,12,1992,340,5,5,"DJF"
"1991-12-06",1991,12,1992,341,6,6,"DJF"
"1991-12-07",1991,12,1992,342,7,7,"DJF"
"1991-12-08",1991,12,1992,343,8,8,"DJF"
"1991-12-09",1991,12,1992,344,9,9,"DJF"
"1991-12-10",1991,12,1992,345,10,10,"DJF"
"1991-12-11",1991,12,1992,346,11,11,"DJF"
"1991-12-12",1991,12,1992,347,12,12,"DJF"
"1991-12-13",1991,12,1992,348,13,13,"DJF"
"1991-12-14",1991,12,1992,349,14,14,"DJF"
"1991-12-15",1991,12,1992,350,15,15,"DJF"
"1991-12-16",1991,12,1992,351,16,16,"DJF"
"1991-12-17",1991,12,1992,352,17,17,"DJF"
"1991-12-18",1991,12,1992,353,18,18,"DJF"
"1991-12-19",1991,12,1992,354,19,19,"DJF"
"1991-12-20",1991,12,1992,355,20,20,"DJF"
"1991-12-21",1991,12,1992,356,21,21,"DJF"
"1991-12-22",1991,12,1992,357,22,22,"DJF"
"1991-12-23",1991,12,1992,358,23,23,"DJF"
"1991-12-24",1991,12,1992,359,24,24,"DJF"
"1991-12-25",1991,12,1992,360,25,25,"DJF"
"1991-12-26",1991,12,1992,361,26,26,"DJF"
"1991-12-27",1991,12,1992,362,27,27,"DJF"
"1991-12-28",1991,12,1992,363,28,28,"DJF"
"1991-12-29",1991,12,1992,364,29,29,"DJF"
"1991-12-30",1991,12,1992,365,30,30,"DJF"
"1991-12-31",1991,12,1992,366,31,31,"DJF"
"1992-01-01",1992,1,1992,1,1,32,"DJF"
"1992-01-02",1992,1,1992,2,2,33,"DJF"
"1992-01-03",1992,1,1992,3,3,34,"DJF"
"1992-01-04",1992,1,1992,4,4,35,"DJF"
"1992-01-05",1992,1,1992,5,5,36,"DJF"
"1992-01-06",1992,1,1992,6,6,37,"DJF"
"1992-01-07",1992,1,1992,7,7,38,"DJF"
"1992-01-08",1992,1,1992,8,8,39,"DJF"
"1992-01-09",1992,1,1992,9,9,40,"DJF"
"1992-01-10",1992,1,1992,10,10,41,"DJF"
"1992-01-11",1992,1,1992,11,11,42,"DJF"
"1992-01-12",1992,1,1992,12,12,43,"DJF"
"1992-01-13",1992,1,1992,13,13,44,"DJF"
"1992-01-14",1992,1,1992,14,14,45,"DJF"
"1992-01-15",1992,1,1992,15,15,46,"DJF"
"1992-01-16",1992,1,1992,16,16,47,"DJF"
"1992-01-17",1992,1,1992,17,17,48,"DJF"
"1992-01-18",1992,1,1992,18,18,49,"DJF"
"1992-01-19",1992,1,1992,19,19,50,"DJF"
"1992-01-20",1992,1,1992,20,20,51,"DJF"
"1992-01-21",1992,1,1992,21,21,52,"DJF"
"1992-01-22",1992,1,1992,22,22,53,"DJF"
"1992-01-23",1992,1,1992,23,23,54,"DJF"
"1992-01-24",1992,1,1992,24,24,55,"DJF"
"1992-01-25",1992,1,1992,25,25,56,"DJF"
"1992-01-26",1992,1,1992,26,26,57,"DJF"
"1992-01-27",1992,1,1992,27,27,58,"DJF"
"1992-01-28",1992,1,1992,28,28,59,"DJF"
"1992-01-29",1992,1,1992,29,29,60,"DJF"
"1992-01-30",1992,1,1992,30,30,61,"DJF"
"1992-01-31",1992,1,1992,31,31,62,"DJF"
"1992-02-01",1992,2,1992,32,1,63,"DJF"
"1992-02-02",1992,2,1992,33,2,64,"DJF"
"1992-02-03",1992,2,1992,34,3,65,"DJF"
"1992-02-04",1992,2,1992,35,4,66,"DJF"
"1992-02-05",1992,2,1992,36,5,67,"DJF"
"1992-02-06",1992,2,1992,37,6,68,"DJF"
"1992-02-07",1992,2,1992,38,7,69,"DJF"
"1992-02-08",1992,2,1992,39,8,70,"DJF"
"1992-02-09",1992,2,1992,40,9,71,"DJF"
"1992-02-10",1992,2,1992,41,10,72,"DJF"
"1992-02-11",1992,2,1992,42,11,73,"DJF"
"1992-02-12",1992,2,1992,43,12,74,"DJF"
"1992-02-13",1992,2,1992,44,13,75,"DJF"
"1992-02-14",1992,2,1992,45,14,76,"DJF"
"1992-02-15",1992,2,1992,46,15,77,"DJF"
"1992-02-16",1992,2,1992,47,16,78,"DJF"
"1992-02-17",1992,2,1992,48,17,79,"DJF"
"1992-02-18",1992,2,1992,49,18,80,"DJF"
"1992-02-19",1992,2,1992,50,19,81,"DJF"
"1992-02-20",1992,2,1992,51,20,82,"DJF"
"1992-02-21",1992,2,1992,52,21,83,"DJF"
"1992-02-22",1992,2,1992,53,22,84,"DJF"
"1992-02-23",1992,2,1992,54,23,85,"DJF"
"1992-02-24",1992,2,1992,55,24,86,"DJF"
"1992-02-25",1992,2,1992,56,25,87,"DJF"
"1992-02-26",1992,2,1992,57,26,88,"DJF"
"1992-02-27",1992,2,1992,58,27,89,"DJF"
"1992-02-28",1992,2,1992,59,28,90,"DJF"
"1992-02-29",1992,2,1992,60,29,91,"DJF"
"1992-03-01",1992,3,1992,61,1,1,"MAM"
"1992-03-02",1992,3,1992,62,2,2,"MAM"
"1992-03-03",1992,3,1992,63,3,3,"MAM"
"1992-03-04",1992,3,1992,64,4,4,"MAM"
"1992-03-05",1992,3,1992,65,5,5,"MAM"
"1992-03-06",1992,3,1992,66,6,6,"MAM"
"1992-03-07",1992,3,1992,67,7,7,"MAM"
"1992-03-08",1992,3,1992,68,8,8,"MAM"
"1992-03-09",1992,3,1992,69,9,9,"MAM"
"1992-03-10",1992,3,1992,70,10,10,"MAM"
"1992-03-11",1992,3,1992,71,11,11,"MAM"
"1992-03-12",1992,3,1992,72,12,12,"MAM"
"1992-03-13",1992,3,1992,73,13,13,"MAM"
"1992-03-14",1992,3,1992,74,14,14,"MAM"
"1992-03-15",1992,3,1992,75,15,15,"MAM"
"1992-03-16",1992,3,1992,76,16,16,"MAM"
"1992-03-17",1992,3,1992,77,17,17,"MAM"
"1992-03-18",1992,3,1992,78,18,18,"MAM"
"1992-03-19",1992,3,1992,79,19,19,"MAM"
"1992-03-20",1992,3,1992,80,20,20,"MAM"
"1992-03-21",1992,3,1992,81,21,21,"MAM"
"1992-03-22",1992,3,1992,82,22,22,"MAM"
"1992-03-23",1992,3,1992,83,23,23,"MAM"
"1992-03-24",1992,3,1992,84,24,24,"MAM"
"1992-03-25",1992,3,1992,85,25,25,"MAM"
"1992-03-26",1992,3,1992,86,26,26,"MAM"
"1992-03-27",1992,3,1992,87,27,27,"MAM"
"1992-03-28",1992,3,1992,88,28,28,"MAM"
"1992-03-29",1992,3,1992,89,29,29,"MAM"
"1992-03-30",1992,3,1992,90,30,30,"MAM"
"1992-03-31",1992,3,1992,91,31,31,"MAM"
"1992-04-01",1992,4,1992,92,1,32,"MAM"
"1992-04-02",1992,4,1992,93,2,33,"MAM"
"1992-04-03",1992,4,1992,94,3,34,"MAM"
"1992-04-04",1992,4,1992,95,4,35,"MAM"
"1992-04-05",1992,4,1992,96,5,36,"MAM"
"1992-04-06",1992,4,1992,97,6,37,"MAM"
"1992-04-07",1992,4,1992,98,7,38,"MAM"
"1992-04-08",1992,4,1992,99,8,39,"MAM"
"1992-04-09",1992,4,1992,100,9,40,"MAM"
"1992-04-10",1992,4,1992,101,10,41,"MAM"
"1992-04-11",1992,4,1992,102,11,42,"MAM"
"1992-04-12",1992,4,1992,103,12,43,"MAM"
"1992-04-13",1992,4,1992,104,13,44,"MAM"
"1992-04-14",1992,4,1992,105,14,45,"MAM"
"1992-04-15",1992,4,1992,106,15,46,"MAM"
"1992-04-16",1992,4,1992,107,16,47,"MAM"
"1992-04-17",1992,4,1992,108,17,48,"MAM"
"1992-04-18",1992,4,1992,109,18,49,"MAM"
"1992-04-19",1992,4,1992,110,19,50,"MAM"
"1992-04-20",1992,4,1992,111,20,51,"MAM"
"1992-04-21",1992,4,1992,112,21,52,"MAM"
"1992-04-22",1992,4,1992,113,22,53,"MAM"
"1992-04-23",1992,4,1992,114,23,54,"MAM"
"1992-04-24",1992,4,1992,115,24,55,"MAM"
"1992-04-25",1992,4,1992,116,25,56,"MAM"
"1992-04-26",1992,4,1992,117,26,57,"MAM"
"1992-04-27",1992,4,1992,118,27,58,"MAM"
"1992-04-28",1992,4,1992,119,28,59,"MAM"
"1992-04-29",1992,4,1992,120,29,60,"MAM"
"1992-04-30",1992,4,1992,121,30,61,"MAM"
"1992-05-01",1992,5,1992,122,1,62,"MAM"
"1992-05-02",1992,5,1992,123,2,63,"MAM"
"1992-05-03",1992,5,1992,124,3,64,"MAM"
"1992-05-04",1992,5,1992,125,4,65,"MAM"
"1992-05-05",1992,5,1992,126,5,66,"MAM"
"1992-05-06",1992,5,1992,127,6,67,"MAM"
"1992-05-07",1992,5,1992,128,7,68,"MAM"
"1992-05-08",1992,5,1992,129,8,69,"MAM"
"1992-05-09",1992,5,1992,130,9,70,"MAM"
"1992-05-10",1992,5,1992,131,10,71,"MAM"
"1992-05-11",1992,5,1992,132,11,72,"MAM"
"1992-05-12",1992,5,1992,133,12,73,"MAM"
"1992-05-13",1992,5,1992,134,13,74,"MAM"
"1992-05-14",1992,5,1992,135,14,75,"MAM"
"1992-05-15",1992,5,1992,136,15,76,"MAM"
"1992-05-16",1992,5,1992,137,16,77,"MAM"
"1992-05-17",1992,5,1992,138,17,78,"MAM"
"1992-05-18",1992,5,1992,139,18,79,"MAM"
"1992-05-19",1992,5,1992,140,19,80,"MAM"
"1992-05-20",1992,5,1992,141,20,81,"MAM"
"1992-05-21",1992,5,1992,142,21,82,"MAM"
"1992-05-22",1992,5,1992,143,22,83,"MAM"
"1992-05-23",1992,5,1992,144,23,84,"MAM"
"1992-05-24",1992,5,1992,145,24,85,"MAM"
"1992-05-25",1992,5,1992,146,25,86,"MAM"
"1992-05-26",1992,5,1992,147,26,87,"MAM"
"1992-05-27",1992,5,1992,148,27,88,"MAM"
"1992-05-28",1992,5,1992,149,28,89,"MAM"
"1992-05-29",1992,5,1992,150,29,90,"MAM"
"1992-05-30",1992,5,1992,151,30,91,"MAM"
"1992-05-31",1992,5,1992,152,31,92,"MAM"
"1992-06-01",1992,6,1992,153,1,1,"JJA"
"1992-06-02",1992,6,1992,154,2,2,"JJA"
"1992-06-03",1992,6,1992,155,3,3,"JJA"
"1992-06-04",1992,6,1992,156,4,4,"JJA"
"1992-06-05",1992,6,1992,157,5,5,"JJA"
"1992-06-06",1992,6,1992,158,6,6,"JJA"
"1992-06-07",1992,6,1992,159,7,7,"JJA"
"1992-06-08",1992,6,1992,160,8,8,"JJA"
"1992-06-09",1992,6,1992,161,9,9,"JJA"
"1992-06-10",1992,6,1992,162,10,10,"JJA"
"1992-06-11",1992,6,1992,163,11,11,"JJA"
"1992-06-12",1992,6,1992,164,12,12,"JJA"
"1992-06-13",1992,6,1992,165,13,13,"JJA"
"1992-06-14",1992,6,1992,166,14,14,"JJA"
"1992-06-15",1992,6,1992,167,15,15,"JJA"
"1992-06-16",1992,6,1992,168,16,16,"JJA"
"1992-06-17",1992,6,1992,169,17,17,"JJA"
"1992-06-18",1992,6,1992,170,18,18,"JJA"
"1992-06-19",1992,6,1992,171,19,19,"JJA"
"1992-06-20",1992,6,1992,172,20,20,"JJA"
"1992-06-21",1992,6,1992,173,21,21,"JJA"
"1992-06-22",1992,6,1992,174,22,22,"JJA"
"1992-06-23",1992,6,1992,175,23,23,"JJA"
"1992-06-24",1992,6,1992,176,24,24,"JJA"
"1992-06-25",1992,6,1992,177,25,25,"JJA"
"1992-06-26",1992,6,1992,178,26,26,"JJA"
"1992-06-27",1992,6,1992,179,27,27,"JJA"
"1992-06-28",1992,6,1992,180,28,28,"JJA"
"1992-06-29",1992,6,1992,181,29,29,"JJA"
"1992-06-30",1992,6,1992,182,30,30,"JJA"
"1992-07-01",1992,7,1992,183,1,31,"JJA"
"1992-07-02",1992,7,1992,184,2,32,"JJA"
"1992-07-03",1992,7,1992,185,3,33,"JJA"
"1992-07-04",1992,7,1992,186,4,34,"JJA"
"1992-07-05",1992,7,1992,187,5,35,"JJA"
"1992-07-06",1992,7,1992,188,6,36,"JJA"
"1992-07-07",1992,7,1992,189,7,37,"JJA"
"1992-07-08",1992,7,1992,190,8,38,"JJA"
"1992-07-09",1992,7,1992,191,9,39,"JJA"
"1992-07-10",1992,7,1992,192,10,40,"JJA"
"1992-07-11",1992,7,1992,193,11,41,"JJA"
"1992-07-12",1992,7,1992,194,12,42,"JJA"
"1992-07-13",1992,7,1992,195,13,43,"JJA"
"1992-07-14",1992,7,1992,196,14,44,"JJA"
"1992-07-15",1992,7,1992,197,15,45,"JJA"
"1992-07-16",1992,7,1992,198,16,46,"JJA"
"1992-07-17",1992,7,1992,199,17,47,"JJA"
"1992-07-18",1992,7,1992,200,18,48,"JJA"
"1992-07-19",1992,7,1992,201,19,49,"JJA"
"1992-07-20",1992,7,1992,202,20,50,"JJA"
"1992-07-21",1992,7,1992,203,21,51,"JJA"
"1992-07-22",1992,7,1992,204,22,52,"JJA"
"1992-07-23",1992,7,1992,205,23,53,"JJA"
"1992-07-24",1992,7,1992,206,24,54,"JJA"
"1992-07-25",1992,7,1992,207,25,55,"JJA"
"1992-07-26",1992,7,1992,208,26,56,"JJA"
"1992-07-27",1992,7,1992,209,27,57,"JJA"
"1992-07-28",1992,7,1992,210,28,58,"JJA"
"1992-07-29",1992,7,1992,211,29,59,"JJA"
"1992-07-30",1992,7,1992,212,30,60,"JJA"
"1992-07-31",1992,7,1992,213,31,61,"JJA"
"1992-08-01",1992,8,1992,214,1,62,"JJA"
"1992-08-02",1992,8,1992,215,2,63,"JJA"
"1992-08-03",1992,8,1992,216,3,64,"JJA"
"1992-08-04",1992,8,1992,217,4,65,"JJA"
"1992-08-05",1992,8,1992,218,5,66,"JJA"
"1992-08-06",1992,8,1992,219,6,67,"JJA"
"1992-08-07",1992,8,1992,220,7,68,"JJA"
"1992-08-08",1992,8,1992,221,8,69,"JJA"
"1992-08-09",1992,8,1992,222,9,70,"JJA"
"1992-08-10",1992,8,1992,223,10,71,"JJA"
"1992-08-11",1992,8,1992,224,11,72,"JJA"
"1992-08-12",1992,8,1992,225,12,73,"JJA"
"1992-08-13",1992,8,1992,226,13,74,"JJA"
"1992-08-14",1992,8,1992,227,14,75,"JJA"
"1992-08-15",1992,8,1992,228,15,76,"JJA"
"1992-08-16",1992,8,1992,229,16,77,"JJA"
"1992-08-17",1992,8,1992,230,17,78,"JJA"
"1992-08-18",1992,8,1992,231,18,79,"JJA"
"1992-08-19",1992,8,1992,232,19,80,"JJA"
"1992-08-20",1992,8,1992,233,20,81,"JJA"
"1992-08-21",1992,8,1992,234,21,82,"JJA"
"1992-08-22",1992,8,1992,235,22,83,"JJA"
"1992-08-23",1992,8,1992,236,23,84,"JJA"
"1992-08-24",1992,8,1992,237,24,85,"JJA"
"1992-08-25",1992,8,1992,238,25,86,"JJA"
"1992-08-26",1992,8,1992,239,26,87,"JJA"
"1992-08-27",1992,8,1992,240,27,88,"JJA"
"1992-08-28",1992,8,1992,241,28,89,"JJA"
"1992-08-29",1992,8,1992,242,29,90,"JJA"
"1992-08-30",1992,8,1992,243,30,91,"JJA"
"1992-08-31",1992,8,1992,244,31,92,"JJA"
"1992-09-01",1992,9,1992,245,1,1,"SON"
"1992-09-02",1992,9,1992,246,2,2,"SON"
"1992-09-03",1992,9,1992,247,3,3,"SON"
"1992-09-04",1992,9,1992,248,4,4,"SON"
"1992-09-05",1992,9,1992,249,5,5,"SON"
"1992-09-06",1992,9,1992,250,6,6,"SON"
"1992-09-07",1992,9,1992,251,7,7,"SON"
"1992-09-08",1992,9,1992,252,8,8,"SON"
"1992-09-09",1992,9,1992,253,9,9,"SON"
"1992-09-10",1992,9,1992,254,10,10,"SON"
"1992-09-11",1992,9,1992,255,11,11,"SON"
"1992-09-12",1992,9,1992,256,12,12,"SON"
"1992-09-13",1992,9,1992,257,13,13,"SON"
"1992-09-14",1992,9,1992,258,14,14,"SON"
"1992-09-15",1992,9,1992,259,15,15,"SON"
"1992-09-16",1992,9,1992,260,16,16,"SON"
"1992-09-17",1992,9,1992,261,17,17,"SON"
"1992-09-18",1992,9,1992,262,18,18,"SON"
"1992-09-19",1992,9,1992,263,19,19,"SON"
"1992-09-20",1992,9,1992,264,20,20,"SON"
"1992-09-21",1992,9,1992,265,21,21,"SON"
"1992-09-22",1992,9,1992,266,22,22,"SON"
"1992-09-23",1992,9,1992,267,23,23,"SON"
"1992-09-24",1992,9,1992,268,24,24,"SON"
"1992-09-25",1992,9,1992,269,25,25,"SON"
"1992-09-26",1992,9,1992,270,26,26,"SON"
"1992-09-27",1992,9,1992,271,27,27,"SON"
"1992-09-28",1992,9,1992,272,28,28,"SON"
"1992-09-29",1992,9,1992,273,29,29,"SON"
"1992-09-30",1992,9,1992,274,30,30,"SON"
"1992-10-01",1992,10,1992,275,1,31,"SON"
"1992-10-02",1992,10,1992,276,2,32,"SON"
"1992-10-03",1992,10,1992,277,3,33,"SON"
"1992-10-04",1992,10,1992,278,4,34,"SON"
"1992-10-05",1992,10,1992,279,5,35,"SON"
"1992-10-06",1992,10,1992,280,6,36,"SON"
"1992-10-07",1992,10,1992,281,7,37,"SON"
"1992-10-08",1992,10,1992,282,8,38,"SON"
"1992-10-09",1992,10,1992,283,9,39,"SON"
"1992-10-10",1992,10,1992,284,10,40,"SON"
"1992-10-11",1992,10,1992,285,11,41,"SON"
"1992-10-12",1992,10,1992,286,12,42,"SON"
"1992-10-13",1992,10,1992,287,13,43,"SON"
"1992-10-14",1992,10,1992,288,14,44,"SON"
"1992-10-15",1992,10,1992,289,15,45,"SON"
"1992-10-16",1992,10,1992,290,16,46,"SON"
"1992-10-17",1992,10,1992,291,17,47,"SON"
"1992-10-18",1992,10,1992,292,18,48,"SON"
"1992-10-19",1992,10,1992,293,19,49,"SON"
"1992-10-20",1992,10,1992,294,20,50,"SON"
"1992-10-21",1992,10,1992,295,21,51,"SON"
"1992-10-22",1992,10,1992,296,22,52,"SON"
"1992-10-23",1992,10,1992,297,23,53,"SON"
"1992-10-24",1992,10,1992,298,24,54,"SON"
"1992-10-25",1992,10,1992,299,25,55,"SON"
"1992-10-26",1992,10,1992,300,26,56,"SON"
"1992-10-27",1992,10,1992,301,27,57,"SON"
"1992-10-28",1992,10,1992,302,28,58,"SON"
"1992-10-29",1992,10,1992,303,29,59,"SON"
"1992-10-30",1992,10,1992,304,30,60,"SON"
"1992-10-31",1992,10,1992,305,31,61,"SON"
"1992-11-01",1992,11,1992,306,1,62,"SON"
"1992-11-02",1992,11,1992,307,2,63,"SON"
"1992-11-03",1992,11,1992,308,3,64,"SON"
"1992-11-04",1992,11,1992,309,4,65,"SON"
"1992-11-05",1992,11,1992,310,5,66,"SON"
"1992-11-06",1992,11,1992,311,6,67,"SON"
"1992-11-07",1992,11,1992,312,7,68,"SON"
"1992-11-08",1992,11,1992,313,8,69,"SON"
"1992-11-09",1992,11,1992,314,9,70,"SON"
"1992-11-10",1992,11,1992,315,10,71,"SON"
"1992-11-11",1992,11,1992,316,11,72,"SON"
"1992-11-12",1992,11,1992,317,12,73,"SON"
"1992-11-13",1992,11,1992,318,13,74,"SON"
"1992-11-14",1992,11,1992,319,14,75,"SON"
"1992-11-15",1992,11,1992,320,15,76,"SON"
"1992-11-16",1992,11,1992,321,16,77,"SON"
"1992-11-17",1992,11,1992,322,17,78,"SON"
"1992-11-18",1992,11,1992,323,18,79,"SON"
"1992-11-19",1992,11,1992,324,19,80,"SON"
"1992-11-20",1992,11,1992,325,20,81,"SON"
"1992-11-21",1992,11,1992,326,21,82,"SON"
"1992-11-22",1992,11,1992,327,22,83,"SON"
"1992-11-23",1992,11,1992,328,23,84,"SON"
"1992-11-24",1992,11,1992,329,24,85,"SON"
"1992-11-25",1992,11,1992,330,25,86,"SON"
"1992-11-26",1992,11,1992,331,26,87,"SON"
"1992-11-27",1992,11,1992,332,27,88,"SON"
"1992-11-28",1992,11,1992,333,28,89,"SON"
"1992-11-29",1992,11,1992,334,29,90,"SON"
"1992-11-30",1992,11,1992,335,30,91,"SON"
"1992-12-01",1992,12,1993,336,1,1,"DJF"
"1992-12-02",1992,12,1993,337,2,2,"DJF"
"1992-12-03",1992,12,1993,338,3,3,"DJF"
"1992-12-04",1992,12,1993,339,4,4,"DJF"
"1992-12-05",1992,12,1993,340,5,5,"DJF"
"1992-12-06",1992,12,1993,341,6,6,"DJF"
"1992-12-07",1992,12,1993,342,7,7,"DJF"
"1992-12-08",1992,12,1993,343,8,8,"DJF"
"1992-12-09",1992,12,1993,344,9,9,"DJF"
"1992-12-10",1992,12,1993,345,10,10,"DJF"
"1992-12-11",1992,12,1993,346,11,11,"DJF"
"1992-12-12",1992,12,1993,347,12,12,"DJF"
"1992-12-13",1992,12,1993,348,13,13,"DJF"
"1992-12-14",1992,12,1993,349,14,14,"DJF"
"1992-12-15",1992,12,1993,350,15,15,"DJF"
"1992-12-16",1992,12,1993,351,16,16,"DJF"
"1992-12-17",1992,12,1993,352,17,17,"DJF"
"1992-12-18",1992,12,1993,353,18,18,"DJF"
"1992-12-19",1992,12,1993,354,19,19,"DJF"
"1992-12-20",1992,12,1993,355,20,20,"DJF"
"1992-12-21",1992,12,1993,356,21,21,"DJF"
"1992-12-22",1992,12,1993,357,22,22,"DJF"
"1992-12-23",1992,12,1993,358,23,23,"DJF"
"1992-12-24",1992,12,1993,359,24,24,"DJF"
"1992-12-25",1992,12,1993,360,25,25,"DJF"
"1992-12-26",1992,12,1993,361,26,26,"DJF"
"1992-12-27",1992,12,1993,362,27,27,"DJF"
"1992-12-28",1992,12,1993,363,28,28,"DJF"
"1992-12-29",1992,12,1993,364,29,29,"DJF"
"1992-12-30",1992,12,1993,365,30,30,"DJF"
"1992-12-31",1992,12,1993,366,31,31,"DJF"
"1993-01-01",1993,1,1993,1,1,32,"DJF"
"1993-01-02",1993,1,1993,2,2,33,"DJF"
"1993-01-03",1993,1,1993,3,3,34,"DJF"
"1993-01-04",1993,1,1993,4,4,35,"DJF"
"1993-01-05",1993,1,1993,5,5,36,"DJF"
"1993-01-06",1993,1,1993,6,6,37,"DJF"
"1993-01-07",1993,1,1993,7,7,38,"DJF"
"1993-01-08",1993,1,1993,8,8,39,"DJF"
"1993-01-09",1993,1,1993,9,9,40,"DJF"
"1993-01-10",1993,1,1993,10,10,41,"DJF"
"1993-01-11",1993,1,1993,11,11,42,"DJF"
"1993-01-12",1993,1,1993,12,12,43,"DJF"
"1993-01-13",1993,1,1993,13,13,44,"DJF"
"1993-01-14",1993,1,1993,14,14,45,"DJF"
"1993-01-15",1993,1,1993,15,15,46,"DJF"
"1993-01-16",1993,1,1993,16,16,47,"DJF"
"1993-01-17",1993,1,1993,17,17,48,"DJF"
"1993-01-18",1993,1,1993,18,18,49,"DJF"
"1993-01-19",1993,1,1993,19,19,50,"DJF"
"1993-01-20",1993,1,1993,20,20,51,"DJF"
"1993-01-21",1993,1,1993,21,21,52,"DJF"
"1993-01-22",1993,1,1993,22,22,53,"DJF"
"1993-01-23",1993,1,1993,23,23,54,"DJF"
"1993-01-24",1993,1,1993,24,24,55,"DJF"
"1993-01-25",1993,1,1993,25,25,56,"DJF"
"1993-01-26",1993,1,1993,26,26,57,"DJF"
"1993-01-27",1993,1,1993,27,27,58,"DJF"
"1993-01-28",1993,1,1993,28,28,59,"DJF"
"1993-01-29",1993,1,1993,29,29,60,"DJF"
"1993-01-30",1993,1,1993,30,30,61,"DJF"
"1993-01-31",1993,1,1993,31,31,62,"DJF"
"1993-02-01",1993,2,1993,32,1,63,"DJF"
"1993-02-02",1993,2,1993,33,2,64,"DJF"
"1993-02-03",1993,2,1993,34,3,65,"DJF"
"1993-02-04",1993,2,1993,35,4,66,"DJF"
"1993-02-05",1993,2,1993,36,5,67,"DJF"
"1993-02-06",1993,2,1993,37,6,68,"DJF"
"1993-02-07",1993,2,1993,38,7,69,"DJF"
"1993-02-08",1993,2,1993,39,8,70,"DJF"
"1993-02-09",1993,2,1993,40,9,71,"DJF"
"1993-02-10",1993,2,1993,41,10,72,"DJF"
"1993-02-11",1993,2,1993,42,11,73,"DJF"
"1993-02-12",1993,2,1993,43,12,74,"DJF"
"1993-02-13",1993,2,1993,44,13,75,"DJF"
"1993-02-14",1993,2,1993,45,14,76,"DJF"
"1993-02-15",1993,2,1993,46,15,77,"DJF"
"1993-02-16",1993,2,1993,47,16,78,"DJF"
"1993-02-17",1993,2,1993,48,17,79,"DJF"
"1993-02-18",1993,2,1993,49,18,80,"DJF"
"1993-02-19",1993,2,1993,50,19,81,"DJF"
"1993-02-20",1993,2,1993,51,20,82,"DJF"
"1993-02-21",1993,2,1993,52,21,83,"DJF"
"1993-02-22",1993,2,1993,53,22,84,"DJF"
"1993-02-23",1993,2,1993,54,23,85,"DJF"
"1993-02-24",1993,2,1993,55,24,86,"DJF"
"1993-02-25",1993,2,1993,56,25,87,"DJF"
"1993-02-26",1993,2,1993,57,26,88,"DJF"
"1993-02-27",1993,2,1993,58,27,89,"DJF"
"1993-02-28",1993,2,1993,59,28,90,"DJF"
"1993-03-01",1993,3,1993,61,1,1,"MAM"
"1993-03-02",1993,3,1993,62,2,2,"MAM"
"1993-03-03",1993,3,1993,63,3,3,"MAM"
"1993-03-04",1993,3,1993,64,4,4,"MAM"
"1993-03-05",1993,3,1993,65,5,5,"MAM"
"1993-03-06",1993,3,1993,66,6,6,"MAM"
"1993-03-07",1993,3,1993,67,7,7,"MAM"
"1993-03-08",1993,3,1993,68,8,8,"MAM"
"1993-03-09",1993,3,1993,69,9,9,"MAM"
"1993-03-10",1993,3,1993,70,10,10,"MAM"
"1993-03-11",1993,3,1993,71,11,11,"MAM"
"1993-03-12",1993,3,1993,72,12,12,"MAM"
"1993-03-13",1993,3,1993,73,13,13,"MAM"
"1993-03-14",1993,3,1993,74,14,14,"MAM"
"1993-03-15",1993,3,1993,75,15,15,"MAM"
"1993-03-16",1993,3,1993,76,16,16,"MAM"
"1993-03-17",1993,3,1993,77,17,17,"MAM"
"1993-03-18",1993,3,1993,78,18,18,"MAM"
